ORF,Mtb_ortholog,functional_category,name,negative_call,positive_call,desc,sites,mean_ctrl,mean_exp,log2FC,sum_ctrl,sum_exp,delta_mean,pvalue,adj_pvalue
MB0139-1,Rv0134,"virulence, detoxification, adaptation",NA,NE,NE,NA,3,67.1,201.1,1.51,805.8,2413.06,133.9,0.248,0.65056
MB0139-2,Rv0134,"virulence, detoxification, adaptation",NA,NE,NE,NA,2,201.6,210.8,0.06,1612.6,1686.02,9.2,0.9292,1
MB0139-3,Rv0134,"virulence, detoxification, adaptation",NA,NE,NE,NA,5,93.1,188.4,0.98,1861.7,3768.21,95.3,0.1947,0.61240000000000006
MB0139-4,Rv0134,"virulence, detoxification, adaptation",NA,NE,NE,NA,2,461.7,49.1,-3.11,3693.9,392.93,-412.6,0.0086,0.18906
MB0140c,Rv0135c,regulatory proteins,NA,NE,NE,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN,9,121.5,302.4,1.28,4373.9,10885.05,180.9,0.0928,0.47576
MB0141,Rv0136,intermediary metabolism and respiration,cyp138,NE,NE,PROBABLE CYTOCHROME P450 138 CYP138,22,234.1,310.1,0.4,20601.7,27288.73,76,0.5323,0.85578
MB0142c,Rv0137c,intermediary metabolism and respiration,msrA,NE,NE,PROBABLE PEPTIDE METHIONINE SULFOXIDE REDUCTASE MSRA (PROTEIN-METHIONINE-S-OXIDE REDUCTASE) (PEPTIDE MET(O) REDUCTASE),9,87.2,173.3,0.95,3139.6,6239.96,86.1,0.2436,0.64752
MB0143,Rv0138,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,6,308.4,315.5,0.03,7402.7,7571.2,7,0.9501,1
MB0144,Rv0139,intermediary metabolism and respiration,NA,NE,NE,possible oxidoreductase,11,623.2,619.6,-0.01,27419.8,27264.11,-3.5,0.9892,1
MB0145,Rv0140,conserved hypotheticals,NA,NE,NE,COGs COG2343,14,127.3,135.2,0.08,7129.7,7569.44,7.9,0.8547,1
MB0146c,Rv0141c,conserved hypotheticals,NA,NE,NE,Ketosteroid isomerase-related protein,7,220.3,75,-1.49,6167.1,2099.36,-145.3,0.1081,0.49265
MB0147,Rv0142,conserved hypotheticals,NA,NE,NE,3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase,5,102.7,2.3,-3.89,2053.7,45.19,-100.4,7e-4,0.07079
MB0148c,Rv0143c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,24,202.9,239,0.23,19477.2,22948.56,36.2,0.7523,1
MB0149,Rv0144,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY),14,227.5,202.8,-0.16,12738.1,11357.96,-24.6,0.7554,1
MB0150,Rv0145,lipid metabolism,NA,NE,NE,possible s-adenosylmethionine-dependent methyltransferase,13,208,400.6,0.93,10818.3,20831.07,192.6,0.1793,0.59351
MB0151,Rv0146,lipid metabolism,NA,NE,NE,possible s-adenosylmethionine-dependent methyltransferase,14,266.6,349.5,0.38,14932.1,19573.56,82.9,0.4649,0.82118
MB0152,Rv0147,intermediary metabolism and respiration,NA,NE,NE,probable aldehyde dehydrogenase (nad+) dependent,24,221.3,410.6,0.88,21246.9,39414.9,189.3,0.0412,0.35159
MB0153,Rv0148,intermediary metabolism and respiration,NA,NE,NE,PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE,16,236,283.7,0.26,15106.1,18159.77,47.7,0.6924,0.9684
MB0154,Rv0149,intermediary metabolism and respiration,NA,NE,NE,possible quinone oxidoreductase (nadph:quinone oxidoreductase) (zeta-crystallin),20,147.6,146.9,-0.01,11811.7,11753.95,-0.7,0.9894,1
MB0155c,Rv0150c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,2,33.9,3.4,-2.21,271.1,27.24,-30.5,0.4268,0.7912
MB0156c,Rv0151c,PE/PPE,PE1,NE,NE,pe family protein pe1,41,243.9,369.7,0.59,39995.1,60637.91,125.9,0.2264,0.64041
MB0157c,Rv0152c,PE/PPE,PE2,NE,NE,pe family protein pe2,37,394.9,253.6,-0.63,58449.3,37535.34,-141.3,0.0321,0.3226
MB0158c,Rv0153c,regulatory proteins,ptbB,NE,NE,PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPB (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase),11,113.8,215.4,0.89,5007,9478.65,101.6,0.3702,0.76136
MB0159c,Rv0154c,lipid metabolism,fadE2,NE,NE,PROBABLE ACYL-CoA DEHYDROGENASE FADE2,11,104.6,812.8,2.9,4601.7,35762.05,708.2,0.0417,0.35288
MB0160,Rv0155,intermediary metabolism and respiration,pntAa,NE,NE,PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAa [FIRST PART; CATALYTIC PART] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA),10,238.9,228.3,-0.06,9556.1,9133.29,-10.6,0.9216,1
MB0161,Rv0156,intermediary metabolism and respiration,pntAb,N/A,N/A,PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAb [SECOND PART; INTEGRAL MEMBRANE PROTEIN] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA),0,0,0,0,0,0,0,1,1
MB0162,Rv0157,intermediary metabolism and respiration,pntB,NE,NE,PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT BETA) PNTB [INTEGRAL MEMBRANE PROTEIN] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT BETA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT BETA),14,499.9,589.1,0.23,27997.1,32987.32,89.1,0.6289,0.92505
MB0162A,Rv0157A,conserved hypotheticals,NA,NE,NE,Conserved protein,4,53.7,26.3,-0.91,859,420.87,-27.4,0.3905,0.77151
MB0163,Rv0158,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY),16,405.8,387.1,-0.07,25973.5,24777.36,-18.7,0.8946,1
MB0164c,Rv0159c,PE/PPE,PE3,NE,NE,pe family protein pe3,47,277.5,314.9,0.18,52173,59205.97,37.4,0.5487,0.86882
MB0165c,Rv0160c,PE/PPE,PE4,NE,NE,pe family protein pe4,37,192.1,310.3,0.68,28427.7,45920.03,118.2,0.064,0.42301
MB0166,Rv0161,intermediary metabolism and respiration,NA,NE,NE,possible oxidoreductase,14,78.4,97.8,0.3,4389.5,5476.86,19.4,0.7059,0.978
MB0167c,Rv0162c,intermediary metabolism and respiration,adhE1,NE,NE,probable zinc-type alcohol dehydrogenase (e subunit) adhe1,15,106.3,17.4,-2.32,6378.4,1042.07,-88.9,0.0042,0.14773
MB0168,Rv0163,conserved hypotheticals,NA,NE,NE,Propionyl-CoA thioesterase activity,10,155.8,103.8,-0.56,6231.2,4153.1,-52,0.4049,0.78148
MB0169,Rv0164,"virulence, detoxification, adaptation",TB18.5,NE,NE,Cyclase/dehydrase family protein,6,386.7,109.2,-1.78,9281.7,2619.94,-277.6,0.3064,0.71008
MB0170c,Rv0165c,regulatory proteins,mce1r,NE,NE,Probable transcriptional regulatory protein Mce1R (probably GntR-family),6,224.5,223.4,-0.01,5388.8,5361.53,-1.1,0.9909,1
MB0172,Rv0166,lipid metabolism,fadD5,NE,NE,PROBABLE FATTY-ACID-CoA LIGASE FADD5 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE),27,133.5,235.1,0.79,14419.1,25390.46,101.6,0.2445,0.6481
MB0173,Rv0167,"virulence, detoxification, adaptation",yrbE1A,NE,NE,conserved integral membrane protein yrbe1a,6,2.3,85,3.62,55.7,2039.13,82.6,0.0256,0.29756
MB0174,Rv0168,"virulence, detoxification, adaptation",yrbE1B,NE,NE,conserved integral membrane protein yrbe1b,14,177.2,50.8,-1.71,9925,2846.6,-126.4,0.0106,0.20607
MB0175,Rv0169,"virulence, detoxification, adaptation",mce1A,NE,NE,MCE-FAMILY PROTEIN MCE1A,36,50.4,48.7,-0.04,7252.2,7011.69,-1.7,0.9332,1
MB0176,Rv0170,"virulence, detoxification, adaptation",mce1B,NE,NE,MCE-FAMILY PROTEIN MCE1B,17,63.4,295.2,2.13,4308,20071.38,231.8,0.1101,0.49265
MB0177,Rv0171,"virulence, detoxification, adaptation",mce1C,NE,GD,MCE-FAMILY PROTEIN MCE1C,24,96.3,2.8,-3.7,9243.3,266.89,-93.5,0,0
MB0178,Rv0172,"virulence, detoxification, adaptation",mce1D,NE,NE,MCE-FAMILY PROTEIN MCE1D,31,43.2,57.8,0.38,5357.2,7172.99,14.6,0.5253,0.84987
MB0179,Rv0173,cell wall and cell processes,lprK,NE,NE,POSSIBLE MCE-FAMILY LIPOPROTEIN LPRK (MCE-FAMILY LIPOPROTEIN MCE1E),15,51.2,29.2,-0.72,3073.9,1751.28,-22,0.2633,0.66358
MB0180,Rv0174,"virulence, detoxification, adaptation",mce1F,NE,NE,MCE-FAMILY PROTEIN MCE1F,29,47.9,59.5,0.29,5553.1,6901.95,11.6,0.6442,0.93565
MB0181,Rv0175,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN,8,26.3,36.9,0.42,842.5,1180.37,10.6,0.6341,0.92861
MB0182,Rv0176,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED MCE ASSOCIATED TRANSMEMBRANE PROTEIN,13,7.5,38.5,1.8,389.2,2004.4,31.1,0.0828,0.46181
MB0183,Rv0177,conserved hypotheticals,NA,NE,GD,PROBABLE CONSERVED MCE ASSOCIATED PROTEIN,10,35.9,0.1,-3.02,1437.2,2.48,-35.9,3e-4,0.05779
MB0184,Rv0178,cell wall and cell processes,NA,NE,GD,PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN,9,13.5,78.1,2.17,485.1,2811.26,64.6,0.4667,0.82251
MB0185c,Rv0179c,cell wall and cell processes,lprO,NE,NE,possible lipoprotein lpro,21,231.7,301.3,0.37,19463.9,25311.21,69.6,0.4089,0.78277
MB0186c,Rv0180c,cell wall and cell processes,Mb0186c,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,28,230.8,203.8,-0.18,25846,22823.8,-27,0.7413,1
MB0187c,Rv0181c,conserved hypotheticals,NA,NE,NE,Pirin,15,135.4,53.5,-1.26,8125.1,3210.52,-81.9,0.0548,0.39302
MB0188c,Rv0182c,information pathways,sigG,NE,NE,PROBABLE ALTERNATIVE RNA POLYMERASE SIGMA FACTOR SIGG (RNA POLYMERASE ECF TYPE SIGMA FACTOR),21,200.8,395.1,0.96,16868.7,33186.24,194.3,0.0634,0.4218
MB0189,Rv0183,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE LYSOPHOSPHOLIPASE,15,146.2,81.2,-0.81,8774.8,4873.97,-65,0.1289,0.5166
MB0190,Rv0184,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,11,66.3,56,-0.22,2917.8,2464.94,-10.3,0.7412,1
MB0191,Rv0185,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,7,100.5,152.3,0.58,2813.1,4264.05,51.8,0.4042,0.78148
MB0192,Rv0186,intermediary metabolism and respiration,bglS,NE,NE,PROBABLE BETA-GLUCOSIDASE BGLS (GENTIOBIASE) (CELLOBIASE) (BETA-D-GLUCOSIDE GLUCOHYDROLASE),30,90.3,104.8,0.2,10838,12570.04,14.4,0.6952,0.96991
MB0192A,Rv0186A,"virulence, detoxification, adaptation",mymT,NE,NE,"Metallothionein, MymT",3,5.1,0,-1.02,61.4,0,-5.1,0.4965,0.82744
MB0193,Rv0187,intermediary metabolism and respiration,NA,NE,NE,PROBABLE O-METHYLTRANSFERASE,6,219.1,194.4,-0.17,5257.8,4665.5,-24.7,0.819,1
MB0194,Rv0188,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,8,170.8,189.4,0.15,5464.6,6060.85,18.6,0.8655,1
MB0195c,Rv0189c,intermediary metabolism and respiration,ilvD,ES,ES,PROBABLE DIHYDROXY-ACID DEHYDRATASE ILVD (DAD),19,0,0,0,0,0,0,1,1
MB0196,Rv0190,conserved hypotheticals,ricR,NE,NE,Metal-sensitive transcriptional repressor,3,240.6,284.5,0.24,2886.9,3414.22,43.9,0.6802,0.96095
MB0197,Rv0191,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,15,411.1,541.1,0.39,24667.3,32468.64,130,0.3528,0.74858
MB0198,Rv0192A,cell wall and cell processes,NA,NE,NE,"L,D-transpeptidase",12,246.3,217.1,-0.18,11820.4,10419.81,-29.2,0.6618,0.9466
MB0199c,Rv0193c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,33,182.4,262.9,0.52,24074,34705.17,80.5,0.2207,0.63613
MB0200,Rv0194,cell wall and cell processes,NA,NE,NE,probable transmembrane multidrug efflux pump,51,236.3,288.7,0.28,48200.3,58886.43,52.4,0.3125,0.71497
MB0201,Rv0195,regulatory proteins,NA,NE,NE,possible two component transcriptional regulatory protein (probably luxr-family),6,205.2,441.5,1.09,4924.4,10595.62,236.3,0.1368,0.53156
MB0202,Rv0196,regulatory proteins,NA,NE,NE,possible transcriptional regulatory protein,7,139.7,100.9,-0.45,3911.8,2825.32,-38.8,0.5198,0.84475
MB0203,Rv0197,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE OXIDOREDUCTASE,29,114.2,32.7,-1.66,13250.6,3787.86,-81.6,0.0046,0.14886
MB0204c,Rv0198c,intermediary metabolism and respiration,zmp1,NE,NE,probable zinc metalloprotease zmp1,34,37.9,59.7,0.59,5155.6,8115.95,21.8,0.2096,0.62478
MB0205,Rv0199,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED MEMBRANE PROTEIN,9,117.4,97.5,-0.25,4224.9,3511.35,-19.8,0.7903,1
MB0206,Rv0200,cell wall and cell processes,NA,NE,NE,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN,4,0.7,7,1.07,11.4,111.44,6.3,1,1
MB0207c,Rv0201c,conserved hypotheticals,NA,NE,NE,conserved protein,8,170.3,17,-2.99,5449.2,544.58,-153.3,0.0022,0.11709
MB0208c,Rv0202c,cell wall and cell processes,mmpL11,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL11,36,118.6,151.1,0.34,17072.8,21755.12,32.5,0.4838,0.82599
MB0209,Rv0203,cell wall and cell processes,NA,NE,NE,POSSIBLE EXPORTED PROTEIN,3,157.4,88.2,-0.8,1888.3,1058.71,-69.1,0.3826,0.76615
MB0210c,Rv0204c,cell wall and cell processes,NA,ES,GD,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,22,3.4,0.1,-0.73,300.4,4.95,-3.4,0.2542,0.6577
MB0211,Rv0205,cell wall and cell processes,NA,NE,GA,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,11,77.6,240.9,1.57,3415.6,10600.93,163.3,0.1807,0.59522
MB0212c,Rv0206c,cell wall and cell processes,mmpL3,ES,ES,POSSIBLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL3,31,0,0,0,0,0,0,1,1
MB0213c,Rv0207c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,7,95.9,56.1,-0.72,2684.6,1569.87,-39.8,0.3751,0.7641
MB0214c,Rv0208c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL METHLYTRANSFERASE (METHYLASE),11,78.8,97.3,0.29,3466.7,4282.06,18.5,0.7049,0.978
MB0215,Rv0209,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,11,164.3,303.5,0.87,7230.2,13354.57,139.2,0.3166,0.7206
MB0216,Rv0210,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,12,241.7,213.1,-0.18,11600.8,10227.73,-28.6,0.7891,1
MB0217,Rv0211,intermediary metabolism and respiration,pckA,NE,NE,probable iron-regulated phosphoenolpyruvate carboxykinase [gtp] pcka (phosphoenolpyruvate carboxylase) (pepck)(pep carboxykinase),22,18.2,71.5,1.72,1600.5,6288.22,53.3,0.0104,0.20607
MB0218c,Rv0212c,regulatory proteins,nadR,NE,NE,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN NADR (PROBABLY ASNC-FAMILY),6,111.1,31.5,-1.67,2665.2,755.42,-79.6,0.0531,0.38841
MB0219c,Rv0213c,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE METHYLTRANSFERASE (METHYLASE),29,94.5,182.2,0.91,10964.6,21131.81,87.6,0.0939,0.48009
MB0220,Rv0214,lipid metabolism,fadD4,NE,NE,PROBABLE FATTY-ACID-COA LIGASE FADD4 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE),31,94.5,139.8,0.54,11718.1,17337.52,45.3,0.225,0.63998
MB0221c,Rv0215c,lipid metabolism,fadE3,NE,NE,PROBABLE ACYL-COA DEHYDROGENASE FADE3,20,144,184.6,0.35,11519.4,14764.33,40.6,0.5146,0.83698
MB0222,Rv0216,intermediary metabolism and respiration,NA,NE,NE,double hotdog hydratase,21,48.1,27.8,-0.7,4044.6,2331.78,-20.4,0.3395,0.73461
MB0223c,Rv0217c,intermediary metabolism and respiration,lipW,NE,NE,POSSIBLE ESTERASE LIPW,20,63.7,118.4,0.84,5098.6,9472.79,54.7,0.2172,0.63343
MB0224,Rv0218,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,17,86.7,30.3,-1.38,5895.8,2062.77,-56.4,0.0228,0.28553
MB0225,Rv0219,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,11,59.2,31,-0.84,2604.7,1362.28,-28.2,0.2525,0.65556
MB0226,Rv0220,intermediary metabolism and respiration,lipC,NE,NE,PROBABLE ESTERASE LIPC,23,31.7,88.3,1.35,2916.2,8123.28,56.6,0.0848,0.4633
MB0227,Rv0221,conserved hypotheticals,NA,NE,NE,possible triacylglycerol synthase (diacylglycerol acyltransferase),13,151.6,40.3,-1.79,7880.7,2094.72,-111.3,0.0328,0.32281
MB0228c,Rv0223c,intermediary metabolism and respiration,NA,NE,NE,PROBABLE ALDEHYDE DEHYDROGENASE,19,127.8,252.1,0.95,9710.2,19162.28,124.4,0.3964,0.77555
MB0229c,Rv0224c,intermediary metabolism and respiration,NA,ES,GD,POSSIBLE METHYLTRANSFERASE (METHYLASE),14,0,0,0,0,0,0,1,1
MB0230,Rv0225,cell wall and cell processes,NA,ES,GD,Glycosyltransferase,17,0,0,0,0,0,0,1,1
MB0231c,Rv0226c,cell wall and cell processes,NA,ES,ES,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,27,14,2.3,-1.38,1507.9,248.37,-11.7,0.3953,0.77555
MB0232c,Rv0227c,cell wall and cell processes,NA,ES,ES,PROBABLE CONSERVED MEMBRANE PROTEIN,19,0,0,0,0,0,0,1,1
MB0233,Rv0228,intermediary metabolism and respiration,NA,GD,ES,PROBABLE INTEGRAL MEMBRANE ACYLTRANSFERASE,13,0,0,0,0,0,0,1,1
MB0234c,Rv0229c,cell wall and cell processes,NA,NE,GA,possible conserved membrane protein with pin domain,16,53.6,151.4,1.41,3433.3,9688.08,97.7,0.0451,0.36413
MB0235c,Rv0230c,lipid metabolism,php,NE,GA,PROBABLE PHOSPHOTRIESTERASE PHP (PARATHION HYDROLASE) (PTE) (ARYLDIALKYLPHOSPHATASE) (PARAOXONASE) (A-ESTERASE) (ARYLTRIPHOSPHATASE) (PARAOXON HYDROLASE),15,378.7,710.5,0.9,22719,42630.1,331.9,0.1414,0.53756
MB0236,Rv0231,lipid metabolism,fadE4,NE,GA,PROBABLE ACYL-COA DEHYDROGENASE FADE4,35,211.5,304.8,0.52,29610.6,42671,93.3,0.1818,0.59642
MB0237,Rv0232,regulatory proteins,NA,NE,GA,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY),9,494.2,255.1,-0.94,17792.7,9184.43,-239.1,0.1092,0.49265
MB0238,Rv0233,information pathways,nrdB,NE,NE,ribonucleoside-diphosphate reductase (beta chain) nrdb (ribonucleotide reductase small chain),11,295.8,1133.5,1.92,13015.2,49874.57,837.7,0.3164,0.7206
MB0239c,Rv0234c,intermediary metabolism and respiration,gabD1,NE,NE,succinate-semialdehyde dehydrogenase [nadp+] dependent (ssdh) gabd1,20,34.7,51.8,0.52,2773.1,4145.4,17.2,0.5055,0.82899
MB0240c,Rv0235c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,26,63.1,95.6,0.56,6558.6,9940.29,32.5,0.4858,0.82599
MB0241c,Rv0236c,cell wall and cell processes,aftd,ES,ES,possible arabinofuranosyltransferase aftd,32,0,0,0,0,0,0,1,1
MB0242c,Rv0236A,cell wall and cell processes,NA,NE,NE,SMALL SECRETED PROTEIN,2,0,0,0,0,0,0,1,1
MB0243,Rv0237,cell wall and cell processes,lpqI,NE,NE,PROBABLE CONSERVED LIPOPROTEIN LPQI,11,27.7,76.3,1.31,1220.5,3357.12,48.6,0.1703,0.58546
MB0244,Rv0238,regulatory proteins,NA,NE,NE,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY),11,35.9,114.3,1.55,1577.9,5027.14,78.4,0.0907,0.47029
MB0245,Rv0239,"virulence, detoxification, adaptation",vapb24,NE,NE,possible antitoxin vapb24,2,51,0,-3.49,408.1,0,-51,0.4319,0.79483
MB0246,Rv0240,conserved hypotheticals,vapc24,NE,NE,possible toxin vapc24. contains pin domain.,8,175.5,41.1,-1.97,5614.8,1316.21,-134.3,0.0241,0.29013
MB0247c,Rv0241c,intermediary metabolism and respiration,htdx,NE,NE,probable 3-hydroxyacyl-thioester dehydratase htdx,14,54.8,297.5,2.34,3066.2,16659.5,242.7,0.0267,0.29917
MB0248c,Rv0242c,lipid metabolism,fabG4,NE,NE,PROBABLE 3-OXOACYL-[ACYL-CARRIER PROTEIN] REDUCTASE FABG4 (3-KETOACYL-ACYL CARRIER PROTEIN REDUCTASE),10,57.9,140.4,1.21,2314.2,5617.46,82.6,0.1014,0.48741
MB0249,Rv0243,lipid metabolism,fadA2,NE,NE,PROBABLE ACETYL-COA ACYLTRANSFERASE FADA2 (3-KETOACYL-COA THIOLASE) (BETA-KETOTHIOLASE),19,218,291.2,0.41,16569.3,22133.51,73.2,0.3959,0.77555
MB0250c,Rv0244c,lipid metabolism,fadE5,GD,ES,PROBABLE ACYL-COA DEHYDROGENASE FADE5,23,0.8,0.2,-0.14,72,21.47,-0.5,0.1699,0.58546
MB0251,Rv0245,intermediary metabolism and respiration,NA,NE,NE,possible oxidoreductase,3,460,19.2,-4.26,5520.5,230.56,-440.8,0.0265,0.29917
MB0252,Rv0246,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,31,140,91,-0.59,17357.4,11283.15,-49,0.178,0.59349
MB0253c,Rv0247c,intermediary metabolism and respiration,NA,NE,NE,PROBABLE SUCCINATE DEHYDROGENASE [IRON-SULFUR SUBUNIT] (SUCCINIC DEHYDROGENASE),12,8.2,8.6,0.04,393.5,412.81,0.4,0.9365,1
MB0254c,Rv0248c,intermediary metabolism and respiration,NA,NE,NE,PROBABLE SUCCINATE DEHYDROGENASE [IRON-SULFUR SUBUNIT] (SUCCINIC DEHYDROGENASE),37,17.1,49.9,1.31,2529.3,7388.3,32.8,0.0051,0.15628
MB0255c,Rv0249c,intermediary metabolism and respiration,NA,NE,NE,probable succinate dehydrogenase [membrane anchor subunit] (succinic dehydrogenase),23,48.7,20.1,-1.1,4481.8,1844.95,-28.7,0.1117,0.49434
MB0256c,Rv0250c,conserved hypotheticals,NA,NE,NE,conserved protein,4,172.9,12.2,-3.37,2766.1,195.64,-160.7,0.0452,0.36421
MB0257c,Rv0251c,"virulence, detoxification, adaptation",hsp,NE,NE,HEAT SHOCK PROTEIN HSP (HEAT-STRESS-INDUCED RIBOSOME-BINDING PROTEIN A),5,45,111.7,1.22,899.5,2234,66.7,0.2664,0.66501999999999994
MB0258,Rv0252,intermediary metabolism and respiration,nirB,NE,NE,PROBABLE NITRITE REDUCTASE [NAD(P)H] LARGE SUBUNIT [FAD FLAVOPROTEIN] NIRB,36,297.2,158.3,-0.89,42802.4,22795.92,-138.9,0.0203,0.26879
MB0259,Rv0253,intermediary metabolism and respiration,nirD,NE,NE,PROBABLE NITRITE REDUCTASE [NAD(P)H] SMALL SUBUNIT NIRD,5,242.6,291.9,0.26,4852.2,5838.07,49.3,0.7846,1
MB0260c,Rv0254c,intermediary metabolism and respiration,cobU,NE,NE,probable bifunctional cobalamin biosynthesis protein cobu: cobinamide kinase + cobinamide phosphate guanylyltransferase,5,103.7,779.3,2.85,2073.9,15585.46,675.6,0.0185,0.26448
MB0261c,Rv0255c,intermediary metabolism and respiration,cobQ1,NE,NE,probable cobyric acid synthase cobq1,13,141,44.6,-1.56,7329.4,2321.12,-96.3,0.0262,0.29883
MB0262c,Rv0256c,PE/PPE,PPE2,NE,NE,ppe family protein ppe2,29,213.8,161.4,-0.4,24803.6,18720.46,-52.4,0.404,0.78148
MB0263,Rv0257,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,1,1.1,0,-0.28,4.3,0,-1.1,0.5058,0.82899
MB0264c,Rv0258c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,5,24.8,1.5,-2.2,496.5,29.79,-23.3,0.0812,0.46181
MB0265c,Rv0259c,conserved hypotheticals,NA,NE,NE,Sirohydrochlorin ferrochelatase SirB (EC 4.99.1.4),8,35.1,3,-2.32,1124.3,96.85,-32.1,0.0991,0.48472
MB0266c,Rv0260c,regulatory proteins,NA,NE,NE,possible transcriptional regulatory protein,20,33.7,36.8,0.11,2696.7,2944.48,3.1,0.8465,1
MB0267c,Rv0261c,cell wall and cell processes,narK3,NE,NE,PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARK3 (NITRITE FACILITATOR),24,38.3,39.5,0.04,3673.3,3787.26,1.2,0.9383,1
MB0268c,Rv0262c,"virulence, detoxification, adaptation",aac,NE,NE,AMINOGLYCOSIDE 2'-N-ACETYLTRANSFERASE AAC (AAC(2')-IC),7,179.1,91.6,-0.93,5015.1,2563.81,-87.5,0.3891,0.77115
MB0269c,Rv0263c,conserved hypotheticals,NA,NE,NE,Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54),14,35.6,117.7,1.6,1992.6,6593.34,82.2,0.1226,0.50738
MB0270c,Rv0264c,conserved hypotheticals,NA,NE,NE,Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54),9,93.2,184,0.94,3354.4,6624.06,90.8,0.2407,0.64752
MB0271c,Rv0265c,cell wall and cell processes,NA,NE,NE,PROBABLE PERIPLASMIC IRON-TRANSPORT LIPOPROTEIN,9,305.7,209.7,-0.53,11005,7550.56,-96,0.3108,0.71309
