ORF,Mtb_ortholog,functional_category,name,negative_call,positive_call,desc,sites,mean_ctrl,mean_exp,log2FC,sum_ctrl,sum_exp,delta_mean,pvalue,adj_pvalue
MB0139-1,Rv0134,"virulence, detoxification, adaptation",NA,NE,NE,NA,3,68.4,314,2.18,821.1,3767.86,245.6,0.2524,0.81092
MB0139-2,Rv0134,"virulence, detoxification, adaptation",NA,NE,NE,NA,2,236,225.4,-0.07,1888.3,1803.2,-10.6,0.9489,1
MB0139-3,Rv0134,"virulence, detoxification, adaptation",NA,NE,NE,NA,5,111.3,235.4,1.07,2226,4707.55,124.1,0.2852,0.84236
MB0139-4,Rv0134,"virulence, detoxification, adaptation",NA,NE,NE,NA,2,471.8,56.5,-3.04,3774.6,451.77,-415.4,0.0083,0.36493
MB0140c,Rv0135c,regulatory proteins,NA,NE,NE,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN,9,127.2,447.3,1.81,4577.9,16102.52,320.1,0.1025,0.66431
MB0141,Rv0136,intermediary metabolism and respiration,cyp138,NE,NE,PROBABLE CYTOCHROME P450 138 CYP138,22,240.6,313,0.38,21177.1,27546.1,72.4,0.5604,0.9754
MB0142c,Rv0137c,intermediary metabolism and respiration,msrA,NE,NE,PROBABLE PEPTIDE METHIONINE SULFOXIDE REDUCTASE MSRA (PROTEIN-METHIONINE-S-OXIDE REDUCTASE) (PEPTIDE MET(O) REDUCTASE),9,100.7,197.5,0.96,3625.3,7110.83,96.8,0.3101,0.8638
MB0143,Rv0138,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,6,309,324.9,0.07,7417.1,7796.63,15.8,0.8914,1
MB0144,Rv0139,intermediary metabolism and respiration,NA,NE,NE,possible oxidoreductase,11,627.1,620.9,-0.01,27591.8,27318.77,-6.2,0.9821,1
MB0145,Rv0140,conserved hypotheticals,NA,NE,NE,COGs COG2343,14,139,145.8,0.07,7781.9,8165.8,6.9,0.8978,1
MB0146c,Rv0141c,conserved hypotheticals,NA,NE,NE,Ketosteroid isomerase-related protein,7,230.9,78.3,-1.55,6465.7,2192.27,-152.6,0.1134,0.68158
MB0147,Rv0142,conserved hypotheticals,NA,NE,NE,3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase,5,118.6,12.5,-3.14,2371.6,250.74,-106,0.0149,0.4045
MB0148c,Rv0143c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,24,228.5,243,0.09,21932.3,23326.38,14.5,0.9103,1
MB0149,Rv0144,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY),14,232.8,205.8,-0.18,13039.3,11527.21,-27,0.7308,1
MB0150,Rv0145,lipid metabolism,NA,NE,NE,possible s-adenosylmethionine-dependent methyltransferase,13,212.3,407.7,0.94,11041.1,21198.53,195.3,0.1832,0.76364
MB0151,Rv0146,lipid metabolism,NA,NE,NE,possible s-adenosylmethionine-dependent methyltransferase,14,290.8,371.7,0.35,16286.1,20816.56,80.9,0.5296,0.95112
MB0152,Rv0147,intermediary metabolism and respiration,NA,NE,NE,probable aldehyde dehydrogenase (nad+) dependent,24,256,424.4,0.73,24576.4,40739.11,168.4,0.1212,0.68393
MB0153,Rv0148,intermediary metabolism and respiration,NA,NE,NE,PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE,16,241.3,290.3,0.27,15444.6,18576.05,48.9,0.7012,1
MB0154,Rv0149,intermediary metabolism and respiration,NA,NE,NE,possible quinone oxidoreductase (nadph:quinone oxidoreductase) (zeta-crystallin),20,176,157.9,-0.15,14076.3,12635.58,-18,0.8203,1
MB0155c,Rv0150c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,2,62.8,3.4,-3.86,502.4,27.24,-59.4,0.4261,0.91439
MB0156c,Rv0151c,PE/PPE,PE1,NE,NE,pe family protein pe1,41,251.1,372.6,0.57,41172.3,61106.33,121.5,0.2484,0.81029
MB0157c,Rv0152c,PE/PPE,PE2,NE,NE,pe family protein pe2,37,407.2,258.7,-0.65,60261.3,38285.72,-148.5,0.032,0.49405
MB0158c,Rv0153c,regulatory proteins,ptbB,NE,NE,PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPB (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase),11,120.1,234.3,0.96,5282.8,10309.27,114.2,0.386,0.90091
MB0159c,Rv0154c,lipid metabolism,fadE2,NE,NE,PROBABLE ACYL-CoA DEHYDROGENASE FADE2,11,108,832.1,2.93,4749.9,36614.6,724.2,0.0464,0.54358
MB0160,Rv0155,intermediary metabolism and respiration,pntAa,NE,NE,PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAa [FIRST PART; CATALYTIC PART] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA),10,266.9,231.7,-0.2,10674,9267.07,-35.2,0.7762,1
MB0161,Rv0156,intermediary metabolism and respiration,pntAb,N/A,N/A,PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAb [SECOND PART; INTEGRAL MEMBRANE PROTEIN] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA),0,0,0,0,0,0,0,1,1
MB0162,Rv0157,intermediary metabolism and respiration,pntB,NE,NE,PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT BETA) PNTB [INTEGRAL MEMBRANE PROTEIN] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT BETA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT BETA),14,525.6,617.2,0.23,29433.4,34560.94,91.6,0.669,1
MB0162A,Rv0157A,conserved hypotheticals,NA,NE,NE,Conserved protein,4,81.5,28.5,-1.48,1303.5,455.69,-53,0.3959,0.90629
MB0163,Rv0158,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY),16,422.6,405.5,-0.06,27047.5,25953.68,-17.1,0.9118,1
MB0164c,Rv0159c,PE/PPE,PE3,NE,NE,pe family protein pe3,47,286.2,316.9,0.15,53811.9,59570.02,30.6,0.643,1
MB0165c,Rv0160c,PE/PPE,PE4,NE,NE,pe family protein pe4,37,193.2,314.2,0.7,28599.9,46502.65,121,0.0668,0.61968
MB0166,Rv0161,intermediary metabolism and respiration,NA,NE,NE,possible oxidoreductase,14,124.8,112.8,-0.15,6991.6,6316.48,-12.1,0.8916,1
MB0167c,Rv0162c,intermediary metabolism and respiration,adhE1,NE,NE,probable zinc-type alcohol dehydrogenase (e subunit) adhe1,15,106.9,48.2,-1.13,6416,2889.9,-58.8,0.2471,0.81029
MB0168,Rv0163,conserved hypotheticals,NA,NE,NE,Propionyl-CoA thioesterase activity,10,156,106.4,-0.55,6238.5,4255.9,-49.6,0.4357,0.9184
MB0169,Rv0164,"virulence, detoxification, adaptation",TB18.5,NE,NE,Cyclase/dehydrase family protein,6,528.4,109.3,-2.26,12682.1,2623.6,-419.1,0.3156,0.86569
MB0170c,Rv0165c,regulatory proteins,mce1r,NE,NE,Probable transcriptional regulatory protein Mce1R (probably GntR-family),6,240.8,238,-0.02,5779.7,5712.95,-2.8,0.9805,1
MB0172,Rv0166,lipid metabolism,fadD5,NE,NE,PROBABLE FATTY-ACID-CoA LIGASE FADD5 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE),27,133.9,254.3,0.92,14462.2,27463.42,120.4,0.2272,0.80162
MB0173,Rv0167,"virulence, detoxification, adaptation",yrbE1A,NE,NE,conserved integral membrane protein yrbe1a,6,9.2,86.3,3.1,221.1,2072.29,77.1,0.0491,0.55016
MB0174,Rv0168,"virulence, detoxification, adaptation",yrbE1B,NE,NE,conserved integral membrane protein yrbe1b,14,214.9,63.8,-1.74,12033,3575.34,-151,0.0371,0.52107
MB0175,Rv0169,"virulence, detoxification, adaptation",mce1A,NE,NE,MCE-FAMILY PROTEIN MCE1A,36,76.6,68.4,-0.16,11023.7,9844.81,-8.2,0.8325,1
MB0176,Rv0170,"virulence, detoxification, adaptation",mce1B,NE,NE,MCE-FAMILY PROTEIN MCE1B,17,63.5,299.7,2.22,4319.3,20381.18,236.2,0.1147,0.68307
MB0177,Rv0171,"virulence, detoxification, adaptation",mce1C,NE,GD,MCE-FAMILY PROTEIN MCE1C,24,113.5,3.4,-4.71,10899.1,325.35,-110.1,0,0
MB0178,Rv0172,"virulence, detoxification, adaptation",mce1D,NE,NE,MCE-FAMILY PROTEIN MCE1D,31,44.1,59.4,0.42,5474.2,7361.16,15.2,0.5383,0.95585
MB0179,Rv0173,cell wall and cell processes,lprK,NE,NE,POSSIBLE MCE-FAMILY LIPOPROTEIN LPRK (MCE-FAMILY LIPOPROTEIN MCE1E),15,51.7,29.7,-0.78,3100.1,1783.91,-21.9,0.2827,0.84021
MB0180,Rv0174,"virulence, detoxification, adaptation",mce1F,NE,NE,MCE-FAMILY PROTEIN MCE1F,29,51.4,63.4,0.3,5958.3,7349.18,12,0.6779,1
MB0181,Rv0175,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN,8,31.3,40.8,0.37,1003,1304.34,9.4,0.7217,1
MB0182,Rv0176,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED MCE ASSOCIATED TRANSMEMBRANE PROTEIN,13,12.8,52.9,1.96,667.5,2753.22,40.1,0.1768,0.76
MB0183,Rv0177,conserved hypotheticals,NA,NE,GD,PROBABLE CONSERVED MCE ASSOCIATED PROTEIN,10,38.3,0.1,-5.21,1531.1,2.48,-38.2,3e-4,0.12135
MB0184,Rv0178,cell wall and cell processes,NA,NE,GD,PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN,9,15.4,79.7,2.3,554.4,2869.74,64.3,0.4726,0.93536
MB0185c,Rv0179c,cell wall and cell processes,lprO,NE,NE,possible lipoprotein lpro,21,235,310.2,0.4,19743.4,26052.87,75.1,0.3946,0.90588
MB0186c,Rv0180c,cell wall and cell processes,Mb0186c,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,28,247.5,238.7,-0.05,27720.8,26739.45,-8.8,0.9433,1
MB0187c,Rv0181c,conserved hypotheticals,NA,NE,NE,Pirin,15,139.1,64.6,-1.1,8346.3,3873.77,-74.5,0.1252,0.69485
MB0188c,Rv0182c,information pathways,sigG,NE,NE,PROBABLE ALTERNATIVE RNA POLYMERASE SIGMA FACTOR SIGG (RNA POLYMERASE ECF TYPE SIGMA FACTOR),21,203.9,401.1,0.97,17126.5,33692.54,197.2,0.0653,0.61285
MB0189,Rv0183,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE LYSOPHOSPHOLIPASE,15,173.2,83.1,-1.05,10389.8,4986.93,-90,0.1204,0.68393
MB0190,Rv0184,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,11,69.9,69.5,-0.01,3076.9,3058.14,-0.4,0.9922,1
MB0191,Rv0185,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,7,154.9,157.6,0.02,4337.2,4411.88,2.7,0.9791,1
MB0192,Rv0186,intermediary metabolism and respiration,bglS,NE,NE,PROBABLE BETA-GLUCOSIDASE BGLS (GENTIOBIASE) (CELLOBIASE) (BETA-D-GLUCOSIDE GLUCOHYDROLASE),30,102.5,105.8,0.05,12295.8,12691.28,3.3,0.9343,1
MB0192A,Rv0186A,"virulence, detoxification, adaptation",mymT,NE,NE,"Metallothionein, MymT",3,31.5,0,-5.02,378.2,0,-31.5,0.5026,0.93644
MB0193,Rv0187,intermediary metabolism and respiration,NA,NE,NE,PROBABLE O-METHYLTRANSFERASE,6,284.8,194.5,-0.55,6835,4668.18,-90.3,0.5985,0.99351
MB0194,Rv0188,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,8,194.7,189.5,-0.04,6231,6063.11,-5.2,0.9618,1
MB0195c,Rv0189c,intermediary metabolism and respiration,ilvD,ES,ES,PROBABLE DIHYDROXY-ACID DEHYDRATASE ILVD (DAD),19,0,0,0,0,0,0,1,1
MB0196,Rv0190,conserved hypotheticals,ricR,NE,NE,Metal-sensitive transcriptional repressor,3,247.8,300.8,0.28,2973.4,3609.27,53,0.647,1
MB0197,Rv0191,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,15,429.1,593.5,0.47,25747.9,35607.71,164.3,0.3484,0.87612
MB0198,Rv0192A,cell wall and cell processes,NA,NE,NE,"L,D-transpeptidase",12,281.3,233.4,-0.27,13500.7,11205.45,-47.8,0.6169,1
MB0199c,Rv0193c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,33,201.6,276.4,0.45,26611.5,36482.79,74.8,0.3418,0.87561
MB0200,Rv0194,cell wall and cell processes,NA,NE,NE,probable transmembrane multidrug efflux pump,51,237,290.6,0.29,48349.9,59274.75,53.6,0.33,0.87261
MB0201,Rv0195,regulatory proteins,NA,NE,NE,possible two component transcriptional regulatory protein (probably luxr-family),6,224.2,456.7,1.02,5379.7,10960.56,232.5,0.1702,0.74832
MB0202,Rv0196,regulatory proteins,NA,NE,NE,possible transcriptional regulatory protein,7,148.4,195.6,0.4,4154.5,5475.57,47.2,0.8797,1
MB0203,Rv0197,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE OXIDOREDUCTASE,29,116.7,42.5,-1.44,13535.2,4925.84,-74.2,0.0299,0.48634
MB0204c,Rv0198c,intermediary metabolism and respiration,zmp1,NE,NE,probable zinc metalloprotease zmp1,34,38.3,69.4,0.84,5205.3,9432.56,31.1,0.1824,0.76364
MB0205,Rv0199,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED MEMBRANE PROTEIN,9,153.6,109.4,-0.49,5531,3938.75,-44.2,0.6669,1
MB0206,Rv0200,cell wall and cell processes,NA,NE,NE,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN,4,3.6,7,0.78,58.1,111.44,3.3,1,1
MB0207c,Rv0201c,conserved hypotheticals,NA,NE,NE,conserved protein,8,171.3,26.5,-2.65,5482.2,849.18,-144.8,0.014,0.40163
MB0208c,Rv0202c,cell wall and cell processes,mmpL11,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL11,36,121.2,153.6,0.34,17457.5,22114.79,32.3,0.5088,0.94186
MB0209,Rv0203,cell wall and cell processes,NA,NE,NE,POSSIBLE EXPORTED PROTEIN,3,179.5,111.4,-0.68,2153.9,1336.81,-68.1,0.5085,0.9418
MB0210c,Rv0204c,cell wall and cell processes,NA,ES,GD,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,22,5.1,0.3,-2.21,446.4,27.24,-4.8,0.2432,0.81029
MB0211,Rv0205,cell wall and cell processes,NA,NE,GA,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,11,87.3,244.9,1.48,3840.5,10773.61,157.6,0.2136,0.7978
MB0212c,Rv0206c,cell wall and cell processes,mmpL3,ES,ES,POSSIBLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL3,31,0,0,0,0,0,0,1,1
MB0213c,Rv0207c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,7,106.3,84.5,-0.33,2975.7,2365.8,-21.8,0.7639,1
MB0214c,Rv0208c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL METHLYTRANSFERASE (METHYLASE),11,79.6,134.9,0.75,3501.6,5936.58,55.3,0.5979,0.99351
MB0215,Rv0209,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,11,175.2,354.7,1.01,7707.6,15605.97,179.5,0.3423,0.87569
MB0216,Rv0210,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,12,241.8,226.5,-0.09,11605.3,10871.09,-15.3,0.8883,1
MB0217,Rv0211,intermediary metabolism and respiration,pckA,NE,NE,probable iron-regulated phosphoenolpyruvate carboxykinase [gtp] pcka (phosphoenolpyruvate carboxylase) (pepck)(pep carboxykinase),22,22.9,81.5,1.79,2011.2,7171.18,58.6,0.0278,0.48634
MB0218c,Rv0212c,regulatory proteins,nadR,NE,NE,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN NADR (PROBABLY ASNC-FAMILY),6,124.5,45.3,-1.44,2987.7,1086.06,-79.2,0.142,0.7221
MB0219c,Rv0213c,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE METHYLTRANSFERASE (METHYLASE),29,97.3,183.9,0.91,11292.1,21328.99,86.5,0.1077,0.67126
MB0220,Rv0214,lipid metabolism,fadD4,NE,NE,PROBABLE FATTY-ACID-COA LIGASE FADD4 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE),31,100.7,141.7,0.49,12486.8,17573.43,41,0.3178,0.86593
MB0221c,Rv0215c,lipid metabolism,fadE3,NE,NE,PROBABLE ACYL-COA DEHYDROGENASE FADE3,20,147.9,191.3,0.37,11835.5,15305.06,43.4,0.5203,0.94717
MB0222,Rv0216,intermediary metabolism and respiration,NA,NE,NE,double hotdog hydratase,21,49.7,31.8,-0.63,4172.4,2672.94,-17.9,0.466,0.93536
MB0223c,Rv0217c,intermediary metabolism and respiration,lipW,NE,NE,POSSIBLE ESTERASE LIPW,20,71,133.5,0.9,5676.5,10683.53,62.6,0.2544,0.81153
MB0224,Rv0218,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,17,86.8,35.2,-1.28,5902.3,2393.67,-51.6,0.053900000000000003,0.56671
MB0225,Rv0219,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,11,60.4,38.2,-0.65,2657.1,1681.8,-22.2,0.4421,0.92228
MB0226,Rv0220,intermediary metabolism and respiration,lipC,NE,NE,PROBABLE ESTERASE LIPC,23,31.9,97.4,1.58,2930.9,8959.94,65.5,0.086,0.65144
MB0227,Rv0221,conserved hypotheticals,NA,NE,NE,possible triacylglycerol synthase (diacylglycerol acyltransferase),13,158.5,44.3,-1.82,8242.2,2301.77,-114.2,0.0418,0.53297
MB0228c,Rv0223c,intermediary metabolism and respiration,NA,NE,NE,PROBABLE ALDEHYDE DEHYDROGENASE,19,160.4,252.4,0.65,12186.8,19183.59,92.1,0.5512,0.96964
MB0229c,Rv0224c,intermediary metabolism and respiration,NA,ES,GD,POSSIBLE METHYLTRANSFERASE (METHYLASE),14,0,0,0,0,0,0,1,1
MB0230,Rv0225,cell wall and cell processes,NA,ES,GD,Glycosyltransferase,17,0,0,0,0,0,0,1,1
MB0231c,Rv0226c,cell wall and cell processes,NA,ES,ES,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,27,21,2.4,-2.68,2270,263.79,-18.6,0.4149,0.91333
MB0232c,Rv0227c,cell wall and cell processes,NA,ES,ES,PROBABLE CONSERVED MEMBRANE PROTEIN,19,0,0,0,0,0,0,1,1
MB0233,Rv0228,intermediary metabolism and respiration,NA,GD,ES,PROBABLE INTEGRAL MEMBRANE ACYLTRANSFERASE,13,0,0,0,0,0,0,1,1
MB0234c,Rv0229c,cell wall and cell processes,NA,NE,GA,possible conserved membrane protein with pin domain,16,63,160,1.33,4033.4,10242.56,97,0.0875,0.65462
MB0235c,Rv0230c,lipid metabolism,php,NE,GA,PROBABLE PHOSPHOTRIESTERASE PHP (PARATHION HYDROLASE) (PTE) (ARYLDIALKYLPHOSPHATASE) (PARAOXONASE) (A-ESTERASE) (ARYLTRIPHOSPHATASE) (PARAOXON HYDROLASE),15,385.8,711.2,0.88,23146.2,42674.29,325.5,0.1534,0.73936
MB0236,Rv0231,lipid metabolism,fadE4,NE,GA,PROBABLE ACYL-COA DEHYDROGENASE FADE4,35,222.1,308.6,0.47,31094,43208.6,86.5,0.2445,0.81029
MB0237,Rv0232,regulatory proteins,NA,NE,GA,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY),9,517,292.8,-0.82,18613.4,10540.79,-224.2,0.2034,0.79035
MB0238,Rv0233,information pathways,nrdB,NE,NE,ribonucleoside-diphosphate reductase (beta chain) nrdb (ribonucleotide reductase small chain),11,324.6,1293.3,1.99,14282.4,56905.48,968.7,0.3466,0.87612
MB0239c,Rv0234c,intermediary metabolism and respiration,gabD1,NE,NE,succinate-semialdehyde dehydrogenase [nadp+] dependent (ssdh) gabd1,20,45,52.5,0.22,3598.7,4199.17,7.5,0.8124,1
MB0240c,Rv0235c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,26,74.7,106.1,0.5,7772.8,11033.99,31.4,0.5953,0.99339
MB0241c,Rv0236c,cell wall and cell processes,aftd,ES,ES,possible arabinofuranosyltransferase aftd,32,0,0,0,0,0,0,1,1
MB0242c,Rv0236A,cell wall and cell processes,NA,NE,NE,SMALL SECRETED PROTEIN,2,0,0,0,0,0,0,1,1
MB0243,Rv0237,cell wall and cell processes,lpqI,NE,NE,PROBABLE CONSERVED LIPOPROTEIN LPQI,11,34,77.8,1.17,1497.7,3423.26,43.8,0.2524,0.81092
MB0244,Rv0238,regulatory proteins,NA,NE,NE,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY),11,40.9,125.5,1.59,1799.5,5523.34,84.6,0.1192,0.68393
MB0245,Rv0239,"virulence, detoxification, adaptation",vapb24,NE,NE,possible antitoxin vapb24,2,64.5,0,-6.03,516.3,0,-64.5,0.4303,0.91586
MB0246,Rv0240,conserved hypotheticals,vapc24,NE,NE,possible toxin vapc24. contains pin domain.,8,205.7,49.2,-2.04,6581.4,1575.41,-156.4,0.0453,0.54213
MB0247c,Rv0241c,intermediary metabolism and respiration,htdx,NE,NE,probable 3-hydroxyacyl-thioester dehydratase htdx,14,65.9,326.2,2.29,3693.1,18267.74,260.3,0.0444,0.53772
MB0248c,Rv0242c,lipid metabolism,fabG4,NE,NE,PROBABLE 3-OXOACYL-[ACYL-CARRIER PROTEIN] REDUCTASE FABG4 (3-KETOACYL-ACYL CARRIER PROTEIN REDUCTASE),10,61.8,143.9,1.21,2470.1,5757.34,82.2,0.1156,0.68307
MB0249,Rv0243,lipid metabolism,fadA2,NE,NE,PROBABLE ACETYL-COA ACYLTRANSFERASE FADA2 (3-KETOACYL-COA THIOLASE) (BETA-KETOTHIOLASE),19,218.8,315.6,0.53,16629.6,23988.08,96.8,0.3358,0.87261
MB0250c,Rv0244c,lipid metabolism,fadE5,GD,ES,PROBABLE ACYL-COA DEHYDROGENASE FADE5,23,1.7,0.2,-1.1,152,21.72,-1.4,0.1654,0.74753
MB0251,Rv0245,intermediary metabolism and respiration,NA,NE,NE,possible oxidoreductase,3,581.8,101,-2.51,6981.6,1212.07,-480.8,0.075,0.62281
MB0252,Rv0246,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,31,143.1,98.6,-0.53,17748,12228.22,-44.5,0.2817,0.8397
MB0253c,Rv0247c,intermediary metabolism and respiration,NA,NE,NE,PROBABLE SUCCINATE DEHYDROGENASE [IRON-SULFUR SUBUNIT] (SUCCINIC DEHYDROGENASE),12,9,8.7,-0.05,431.2,416.33,-0.3,0.9615,1
MB0254c,Rv0248c,intermediary metabolism and respiration,NA,NE,NE,PROBABLE SUCCINATE DEHYDROGENASE [IRON-SULFUR SUBUNIT] (SUCCINIC DEHYDROGENASE),37,17.3,52.6,1.55,2565.7,7789.05,35.3,0.0052,0.30195
MB0255c,Rv0249c,intermediary metabolism and respiration,NA,NE,NE,probable succinate dehydrogenase [membrane anchor subunit] (succinic dehydrogenase),23,48.8,24.7,-0.95,4485.7,2270.75,-24.1,0.2336,0.809
MB0256c,Rv0250c,conserved hypotheticals,NA,NE,NE,conserved protein,4,249.1,12.2,-4.24,3985,195.64,-236.8,0.0413,0.53297
MB0257c,Rv0251c,"virulence, detoxification, adaptation",hsp,NE,NE,HEAT SHOCK PROTEIN HSP (HEAT-STRESS-INDUCED RIBOSOME-BINDING PROTEIN A),5,86.9,125.2,0.52,1737.1,2503.76,38.3,0.684,1
MB0258,Rv0252,intermediary metabolism and respiration,nirB,NE,NE,PROBABLE NITRITE REDUCTASE [NAD(P)H] LARGE SUBUNIT [FAD FLAVOPROTEIN] NIRB,36,300.7,160.6,-0.9,43296.9,23119.4,-140.1,0.0207,0.44538
MB0259,Rv0253,intermediary metabolism and respiration,nirD,NE,NE,PROBABLE NITRITE REDUCTASE [NAD(P)H] SMALL SUBUNIT NIRD,5,276.6,322,0.22,5532,6439.65,45.4,0.8278,1
MB0260c,Rv0254c,intermediary metabolism and respiration,cobU,NE,NE,probable bifunctional cobalamin biosynthesis protein cobu: cobinamide kinase + cobinamide phosphate guanylyltransferase,5,137.2,888.5,2.69,2743.8,17770.06,751.3,0.0382,0.52557
MB0261c,Rv0255c,intermediary metabolism and respiration,cobQ1,NE,NE,probable cobyric acid synthase cobq1,13,141.2,49.7,-1.49,7343.6,2586.9,-91.5,0.0425,0.53723
MB0262c,Rv0256c,PE/PPE,PPE2,NE,NE,ppe family protein ppe2,29,221.9,167.9,-0.4,25736.2,19472.05,-54,0.4379,0.91966
MB0263,Rv0257,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,1,1.5,0,-1.3,5.8,0,-1.5,0.4954,0.93536
MB0264c,Rv0258c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,5,27.9,10.8,-1.29,557,215.79,-17.1,0.3364,0.87275
MB0265c,Rv0259c,conserved hypotheticals,NA,NE,NE,Sirohydrochlorin ferrochelatase SirB (EC 4.99.1.4),8,35.4,4.4,-2.76,1133,140.38,-31,0.0995,0.66137
MB0266c,Rv0260c,regulatory proteins,NA,NE,NE,possible transcriptional regulatory protein,20,37.5,38.6,0.04,2998.2,3089.58,1.1,0.9521,1
MB0267c,Rv0261c,cell wall and cell processes,narK3,NE,NE,PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARK3 (NITRITE FACILITATOR),24,41.9,43,0.03,4025.6,4125.41,1,0.9536,1
MB0268c,Rv0262c,"virulence, detoxification, adaptation",aac,NE,NE,AMINOGLYCOSIDE 2'-N-ACETYLTRANSFERASE AAC (AAC(2')-IC),7,268.6,218.2,-0.3,7519.8,6108.29,-50.4,0.7686,1
MB0269c,Rv0263c,conserved hypotheticals,NA,NE,NE,Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54),14,48.3,140.9,1.52,2705.6,7888.31,92.5,0.1893,0.77053
MB0270c,Rv0264c,conserved hypotheticals,NA,NE,NE,Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54),9,109.5,187.1,0.77,3942.7,6735.2,77.6,0.3607,0.88077
MB0271c,Rv0265c,cell wall and cell processes,NA,NE,NE,PROBABLE PERIPLASMIC IRON-TRANSPORT LIPOPROTEIN,9,318.2,223.3,-0.51,11453.6,8039.61,-94.8,0.3777,0.89288
MB0272c,Rv0266c,intermediary metabolism and respiration,oplA,NE,NE,PROBABLE 5-OXOPROLINASE OPLA (5-OXO-L-PROLINASE) (PYROGLUTAMASE) (5-OPASE),37,278.7,171.7,-0.7,41241.1,25411.41,-107,0.1112,0.68082
